subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
1,1.0,1.0,98.0,60.0,38.0,156.0,181.0,-25.0,319.0,335.0,-16.0,,,,0.83675,0.981427,-0.14467700000000006,0.5248868778280543,0.88,-0.3551131221719457
1,2.0,2.0,319.0,335.0,-16.0,446.0,462.0,-16.0,599.0,615.0,-16.0,2.32,2.248,0.07199999999999962,0.98045,0.98045,0.0,0.9071428571428571,0.9071428571428571,0.0
1,3.0,3.0,599.0,615.0,-16.0,718.0,738.0,-20.0,877.0,900.0,-23.0,2.176,2.208,-0.03200000000000003,0.998045,0.998045,0.0,0.8561151079136691,0.8631578947368421,-0.007042786823173053
1,4.0,4.0,877.0,900.0,-23.0,1012.0,1031.0,-19.0,1171.0,1194.0,-23.0,2.352,2.344,0.008000000000000007,0.963832,0.963832,0.0,0.9183673469387755,0.891156462585034,0.027210884353741527
1,5.0,5.0,1171.0,1194.0,-23.0,1294.0,1321.0,-27.0,1467.0,1488.0,-21.0,2.256,2.32,-0.06400000000000006,0.9902248,0.9902248,0.0,0.8310810810810811,0.8639455782312925,-0.032864497150211336
1,6.0,6.0,1467.0,1488.0,-21.0,1596.0,1643.0,-47.0,1866.0,1917.0,-51.0,2.416,2.576,-0.16000000000000014,1.0,1.0,0.0,0.6466165413533835,0.7226107226107226,-0.07599418125733903
1,7.0,7.0,1866.0,1917.0,-51.0,2046.0,2052.0,-6.0,2190.0,2205.0,-15.0,3.6,3.272,0.3280000000000003,1.0,1.0,0.0,0.8888888888888888,0.9375,-0.04861111111111116
1,8.0,8.0,2190.0,2205.0,-15.0,2324.0,2343.0,-19.0,2481.0,2497.0,-16.0,2.224,2.328,-0.10399999999999965,0.938416,0.938416,0.0,0.9209621993127148,0.9452054794520548,-0.024243280139339962
1,9.0,9.0,2481.0,2497.0,-16.0,2608.0,2624.0,-16.0,2760.0,2784.0,-24.0,2.272,2.248,0.023999999999999577,0.936461,0.936461,0.0,0.910394265232975,0.8850174216027875,0.02537684363018744
1,10.0,10.0,2760.0,2784.0,-24.0,2888.0,2905.0,-17.0,3053.0,3076.0,-23.0,2.24,2.248,-0.008000000000000007,0.904203,0.911046,-0.0068430000000000435,0.8737201365187713,0.8287671232876712,0.044953013231100125
1,11.0,11.0,3053.0,3076.0,-23.0,3196.0,3209.0,-13.0,3356.0,3384.0,-28.0,2.464,2.432,0.03200000000000003,0.9345060000000001,0.9345060000000001,0.0,0.9438943894389439,0.8636363636363636,0.08025802580258024
1,12.0,12.0,3356.0,3384.0,-28.0,3504.0,3511.0,-7.0,3666.0,3708.0,-42.0,2.464,2.416,0.04800000000000004,0.926686,0.926686,0.0,0.9548387096774194,0.7839506172839507,0.1708880923934687
1,13.0,13.0,3666.0,3708.0,-42.0,3832.0,3840.0,-8.0,4014.0,4044.0,-30.0,2.624,2.632,-0.008000000000000007,0.9071359999999999,0.9071359999999999,0.0,0.9540229885057472,0.7857142857142857,0.16830870279146148
1,14.0,14.0,4014.0,4044.0,-30.0,4170.0,4178.0,-8.0,4352.0,4377.0,-25.0,2.704,2.704,0.0,0.88954,0.89345,-0.003909999999999969,0.9230769230769231,0.8048048048048049,0.11827211827211825
1,15.0,15.0,4352.0,4377.0,-25.0,4506.0,4510.0,-4.0,4689.0,4730.0,-41.0,2.688,2.656,0.03200000000000003,0.82894,0.82894,0.0,0.913946587537092,0.7535410764872521,0.1604055110498399
1,16.0,16.0,4689.0,4730.0,-41.0,4886.0,4870.0,16.0,5044.0,5088.0,-44.0,3.04,2.88,0.16000000000000014,0.87194,0.8308800000000001,0.041059999999999985,0.8901408450704226,0.782122905027933,0.10801794004248955
1,17.0,17.0,5044.0,5088.0,-44.0,5228.0,5222.0,6.0,5387.0,5426.0,-39.0,2.736,2.816,-0.07999999999999963,0.82698,0.8357800000000001,-0.00880000000000003,0.9271137026239067,0.7928994082840237,0.13421429433988297
1,18.0,18.0,5387.0,5426.0,-39.0,5560.0,5561.0,-1.0,5746.0,5781.0,-35.0,2.656,2.712,-0.05600000000000005,0.70479,0.70674,-0.0019500000000000073,0.9637883008356546,0.7605633802816901,0.20322492055396446
1,19.0,19.0,5746.0,5781.0,-35.0,5930.0,5920.0,10.0,6102.0,6148.0,-46.0,2.96,2.872,0.08800000000000008,0.66471,0.64027,0.024440000000000017,0.9662921348314607,0.7574931880108992,0.20879894682056155
1,20.0,20.0,6102.0,6148.0,-46.0,6291.0,6279.0,12.0,6441.0,6487.0,-46.0,2.888,2.872,0.016000000000000014,0.7839700000000001,0.7839700000000001,0.0,0.8849557522123894,0.7728613569321534,0.11209439528023601
1,21.0,21.0,6441.0,6487.0,-46.0,6632.0,6629.0,3.0,6818.0,6762.0,56.0,2.728,2.8,-0.07199999999999962,0.74878,0.74878,0.0,0.986737400530504,0.9672727272727273,0.019464673257776677
1,22.0,22.0,6818.0,6762.0,56.0,7026.0,7012.0,14.0,7188.0,7152.0,36.0,3.152,3.064,0.08800000000000008,0.75269,0.73802,0.01466999999999996,0.8756756756756756,0.717948717948718,0.15772695772695766
1,23.0,23.0,7188.0,7152.0,36.0,7438.0,7415.0,23.0,7584.0,7553.0,31.0,3.296,3.224,0.07199999999999962,0.67742,0.70577,-0.028349999999999986,0.7373737373737373,0.6882793017456359,0.04909443562810145
1,24.0,24.0,7584.0,7553.0,31.0,7783.0,7769.0,14.0,7935.0,7905.0,30.0,2.76,2.832,-0.07200000000000006,0.7839700000000001,0.7839700000000001,0.0,0.8660968660968661,0.7727272727272727,0.09336959336959338
1,25.0,25.0,7935.0,7905.0,30.0,8124.0,8135.0,-11.0,8313.0,8347.0,-34.0,2.728,2.928,-0.19999999999999973,0.74095,0.75171,-0.010759999999999992,1.0,0.9592760180995475,0.040723981900452455
1,26.0,26.0,8313.0,8347.0,-34.0,8526.0,8499.0,27.0,8660.0,8693.0,-33.0,3.216,2.912,0.30400000000000027,0.75074,0.77322,-0.022480000000000055,0.7723342939481268,0.8786127167630058,-0.10627842281487898
1,27.0,27.0,8660.0,8693.0,-33.0,8858.0,8844.0,14.0,9008.0,9054.0,-46.0,2.656,2.76,-0.10399999999999965,0.76148,0.76148,0.0,0.8620689655172413,0.8365650969529086,0.025503868564332732
1,28.0,28.0,9008.0,9054.0,-46.0,9194.0,9199.0,-5.0,9370.0,9394.0,-24.0,2.688,2.84,-0.1519999999999997,0.8827,0.8827,0.0,0.9723756906077348,0.8529411764705882,0.11943451413714656
1,29.0,29.0,9370.0,9394.0,-24.0,9530.0,9540.0,-10.0,9716.0,9746.0,-30.0,2.688,2.728,-0.040000000000000036,0.87879,0.87879,0.0,0.9248554913294798,0.8295454545454546,0.09531003678402516
1,30.0,30.0,9716.0,9746.0,-30.0,9912.0,9903.0,9.0,10064.0,10095.0,-31.0,3.056,2.904,0.15200000000000014,0.87195,0.8739,-0.0019500000000000073,0.8735632183908046,0.8997134670487106,-0.02615024865790594
1,31.0,31.0,10064.0,10095.0,-31.0,10242.0,10248.0,-6.0,10405.0,10429.0,-24.0,2.64,2.76,-0.11999999999999966,0.911046,0.911046,0.0,0.9560117302052786,0.9161676646706587,0.039844065534619943
1,32.0,32.0,10405.0,10429.0,-24.0,10568.0,10570.0,-2.0,10722.0,10750.0,-28.0,2.608,2.576,0.03200000000000003,0.929619,0.929619,0.0,0.9716088328075709,0.8785046728971962,0.09310415991037468
1,33.0,33.0,10722.0,10750.0,-28.0,10890.0,10888.0,2.0,11040.0,11064.0,-24.0,2.576,2.544,0.03200000000000003,0.917889,0.956012,-0.03812300000000002,0.9433962264150944,0.8789808917197452,0.0644153346953491
1,34.0,34.0,11040.0,11064.0,-24.0,11208.0,11207.0,1.0,11360.0,11392.0,-32.0,2.544,2.552,-0.008000000000000007,0.956012,0.954057,0.001954999999999929,0.95,0.8719512195121951,0.07804878048780484
1,35.0,35.0,11360.0,11392.0,-32.0,11534.0,11527.0,7.0,11677.0,11698.0,-21.0,2.608,2.56,0.04800000000000004,0.916911,0.908113,0.008798000000000084,0.9022082018927444,0.8823529411764706,0.01985526071627386
1,36.0,36.0,11677.0,11698.0,-21.0,11830.0,11828.0,2.0,11987.0,12011.0,-24.0,2.368,2.408,-0.040000000000000036,0.89247,0.900293,-0.007823000000000024,0.9870967741935484,0.8306709265175719,0.15642584767597645
