subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
28,2,1,517.0,397,120.0,643.0,670,-27.0,879.0,820,59.0,3.344,3.448,-0.104,1.0,1.0,0.0,0.6961325966850829,0.7092198581560284,-0.0130872614709455
28,4,2,962.0,820,142.0,1050.0,1077,-27.0,1283.0,1228,55.0,1.08,3.256,-2.176,1.0,1.0,0.0,0.5482866043613708,0.7401960784313726,-0.1919094740700018
28,8,4,1815.0,1652,163.0,1875.0,1923,-48.0,2215.0,2085,130.0,0.856,3.376,-2.52,1.0,1.0,0.0,0.3,0.7482678983833718,-0.4482678983833718
28,9,5,2215.0,2085,130.0,2357.0,2367,-10.0,2673.0,2522,151.0,3.856,3.552,0.3039999999999998,1.0,1.0,0.0,0.6200873362445415,0.7093821510297482,-0.0892948147852067
28,10,6,2673.0,2522,151.0,2800.0,2827,-27.0,3102.0,3002,100.0,3.544,3.68,-0.1360000000000001,1.0,1.0,0.0,0.592074592074592,0.7291666666666667,-0.1370920745920747
28,12,7,3163.0,3002,161.0,3233.0,3260,-27.0,3548.0,3429,119.0,0.752,3.464,-2.712,1.0,1.0,0.0,0.3636363636363636,0.7915690866510539,-0.4279327230146902
28,14,8,3617.0,3429,188.0,3715.0,3719,-4.0,3987.0,3881,106.0,1.096,3.672,-2.576,1.0,1.0,0.0,0.5297297297297296,0.7168141592920354,-0.1870844295623057
28,16,9,4039.0,3881,158.0,4122.0,4160,-38.0,4434.0,4345,89.0,0.8,3.528,-2.728,1.0,1.0,0.0,0.420253164556962,0.7974137931034483,-0.3771606285464862
28,17,10,4434.0,4345,89.0,4521.0,4546,-25.0,4717.0,4685,32.0,3.192,3.088,0.104,1.0,1.0,0.0,0.6148409893992932,0.8176470588235294,-0.2028060694242361
28,18,11,4717.0,4685,32.0,4772.0,4768,4.0,4941.0,4883,58.0,2.008,1.776,0.2319999999999999,0.5259,0.5259,0.0,0.4910714285714286,0.8383838383838383,-0.3473124098124097
