subject,featuregraph_object_id,llm_object_id,featuregraph_start_index,llm_start_index,delta_start_index,featuregraph_peak_index,llm_peak_index,delta_peak_index,featuregraph_end_index,llm_end_index,delta_end_index,featuregraph_period_seconds,llm_period_seconds,delta_period_seconds,featuregraph_full_excursion,llm_full_excursion,delta_full_excursion,featuregraph_temporal_symmetry,llm_temporal_symmetry,delta_temporal_symmetry
1,1,1,98.0,60,38.0,179.0,181,-2.0,319.0,335,-16.0,,,,0.83675,0.981427,-0.14467700000000006,0.7330316742081449,0.88,-0.14696832579185515
1,2,2,319.0,335,-16.0,467.0,462,5.0,599.0,615,-16.0,2.304,2.248,0.055999999999999606,0.98045,0.98045,0.0,0.9428571428571428,0.9071428571428571,0.0357142857142857
1,3,3,599.0,615,-16.0,738.0,738,0.0,877.0,900,-23.0,2.168,2.208,-0.040000000000000036,0.998045,0.998045,0.0,1.0,0.8631578947368421,0.13684210526315788
1,4,4,877.0,900,-23.0,1036.0,1031,5.0,1171.0,1194,-23.0,2.384,2.344,0.040000000000000036,0.963832,0.963832,0.0,0.9183673469387755,0.891156462585034,0.027210884353741527
1,5,5,1171.0,1194,-23.0,1320.0,1321,-1.0,1467.0,1488,-21.0,2.272,2.32,-0.04800000000000004,0.9902248,0.9902248,0.0,0.9932432432432432,0.8639455782312925,0.12929766501195072
1,6,6,1467.0,1488,-21.0,1649.0,1643,6.0,1866.0,1917,-51.0,2.632,2.576,0.05600000000000005,1.0,1.0,0.0,0.9122807017543859,0.7226107226107226,0.18966997914366335
1,7,7,1866.0,1917,-51.0,2059.0,2052,7.0,2190.0,2205,-15.0,3.28,3.272,0.008000000000000007,1.0,1.0,0.0,0.808641975308642,0.9375,-0.128858024691358
1,8,8,2190.0,2205,-15.0,2345.0,2343,2.0,2481.0,2497,-16.0,2.288,2.328,-0.040000000000000036,0.938416,0.938416,0.0,0.9347079037800687,0.9452054794520548,-0.010497575671986059
1,9,9,2481.0,2497,-16.0,2628.0,2624,4.0,2760.0,2784,-24.0,2.264,2.248,0.01599999999999957,0.936461,0.936461,0.0,0.946236559139785,0.8850174216027875,0.06121913753699748
1,10,10,2760.0,2784,-24.0,2907.0,2905,2.0,3053.0,3076,-23.0,2.232,2.248,-0.016000000000000014,0.904203,0.911046,-0.0068430000000000435,0.9965870307167235,0.8287671232876712,0.16781990742905228
1,11,11,3053.0,3076,-23.0,3212.0,3209,3.0,3356.0,3384,-28.0,2.44,2.432,0.008000000000000007,0.9345060000000001,0.9345060000000001,0.0,0.9504950495049505,0.8636363636363636,0.0868586858685868
1,12,12,3356.0,3384,-28.0,3519.0,3511,8.0,3666.0,3708,-42.0,2.456,2.416,0.040000000000000036,0.926686,0.926686,0.0,0.9483870967741935,0.7839506172839507,0.16443647949024287
1,13,13,3666.0,3708,-42.0,3846.0,3840,6.0,4014.0,4044,-30.0,2.616,2.632,-0.016000000000000014,0.9071359999999999,0.9071359999999999,0.0,0.9655172413793104,0.7857142857142857,0.1798029556650247
1,14,14,4014.0,4044,-30.0,4178.0,4178,0.0,4352.0,4377,-25.0,2.656,2.704,-0.04800000000000004,0.88954,0.89345,-0.003909999999999969,0.9704142011834319,0.8048048048048049,0.16560939637862704
1,15,15,4352.0,4377,-25.0,4506.0,4510,-4.0,4688.0,4730,-42.0,2.624,2.656,-0.03200000000000003,0.82894,0.82894,0.0,0.9166666666666666,0.7535410764872521,0.16312559017941453
1,16,16,4688.0,4730,-42.0,4886.0,4870,16.0,5044.0,5088,-44.0,3.04,2.88,0.16000000000000014,0.87194,0.8308800000000001,0.041059999999999985,0.8876404494382022,0.782122905027933,0.10551754441026917
1,17,17,5044.0,5088,-44.0,5228.0,5222,6.0,5387.0,5426,-39.0,2.736,2.816,-0.07999999999999963,0.82698,0.8357800000000001,-0.00880000000000003,0.9271137026239067,0.7928994082840237,0.13421429433988297
1,18,18,5387.0,5426,-39.0,5560.0,5561,-1.0,5746.0,5781,-35.0,2.656,2.712,-0.05600000000000005,0.70479,0.70674,-0.0019500000000000073,0.9637883008356546,0.7605633802816901,0.20322492055396446
1,19,19,5746.0,5781,-35.0,5931.0,5920,11.0,6101.0,6148,-47.0,2.968,2.872,0.09600000000000009,0.66471,0.64027,0.024440000000000017,0.9577464788732395,0.7574931880108992,0.20025329086234034
1,20,20,6101.0,6148,-47.0,6291.0,6279,12.0,6441.0,6487,-46.0,2.88,2.872,0.008000000000000007,0.7839700000000001,0.7839700000000001,0.0,0.8823529411764706,0.7728613569321534,0.10949158424431715
1,21,21,6441.0,6487,-46.0,6632.0,6629,3.0,6818.0,6762,56.0,2.728,2.8,-0.07199999999999962,0.74878,0.74878,0.0,0.986737400530504,0.9672727272727273,0.019464673257776677
1,22,22,6818.0,6762,56.0,7027.0,7012,15.0,7188.0,7152,36.0,3.16,3.064,0.09600000000000009,0.75269,0.73802,0.01466999999999996,0.8702702702702703,0.717948717948718,0.1523215523215523
1,23,23,7188.0,7152,36.0,7439.0,7415,24.0,7584.0,7553,31.0,3.296,3.224,0.07199999999999962,0.67742,0.70577,-0.028349999999999986,0.7323232323232323,0.6882793017456359,0.04404393057759637
1,24,24,7584.0,7553,31.0,7783.0,7769,14.0,7935.0,7905,30.0,2.752,2.832,-0.08000000000000007,0.7839700000000001,0.7839700000000001,0.0,0.8660968660968661,0.7727272727272727,0.09336959336959338
1,25,25,7935.0,7905,30.0,8125.0,8135,-10.0,8313.0,8347,-34.0,2.736,2.928,-0.19199999999999973,0.74095,0.75171,-0.010759999999999992,0.9947089947089947,0.9592760180995475,0.03543297660944711
1,26,26,8313.0,8347,-34.0,8527.0,8499,28.0,8660.0,8693,-33.0,3.216,2.912,0.30400000000000027,0.75074,0.77322,-0.022480000000000055,0.7665706051873199,0.8786127167630058,-0.11204211157568589
1,27,27,8660.0,8693,-33.0,8859.0,8844,15.0,9008.0,9054,-46.0,2.656,2.76,-0.10399999999999965,0.76148,0.76148,0.0,0.8563218390804598,0.8365650969529086,0.019756742127551186
1,28,28,9008.0,9054,-46.0,9198.0,9199,-1.0,9370.0,9394,-24.0,2.712,2.84,-0.12799999999999967,0.8827,0.8827,0.0,0.9502762430939227,0.8529411764705882,0.09733506662333447
1,29,29,9370.0,9394,-24.0,9531.0,9540,-9.0,9716.0,9746,-30.0,2.664,2.728,-0.06400000000000006,0.87879,0.87879,0.0,0.930635838150289,0.8295454545454546,0.10109038360483447
1,30,30,9716.0,9746,-30.0,9925.0,9903,22.0,10064.0,10095,-31.0,3.152,2.904,0.24800000000000022,0.87195,0.8739,-0.0019500000000000073,0.7988505747126436,0.8997134670487106,-0.10086289233606693
