position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
409,0,True,74.0,0.37948717948717947,0.0
751,0,True,85.0,0.6538461538461539,0.0
999,228,False,82.0,0.7068965517241379,0.5210084033613446
1227,0,True,86.0,0.8113207547169812,0.0
1735,0,True,83.0,0.8217821782178217,0.0
2299,0,True,76.0,0.5277777777777778,0.0
2753,0,True,7.0,0.03763440860215054,0.0
3143,96,False,85.0,0.7798165137614679,0.8024691358024691
3239,0,True,72.0,0.7128712871287128,0.0
3651,106,False,82.0,0.7068965517241379,0.7953667953667953
3757,0,True,72.0,0.6260869565217392,0.0
4221,0,True,80.0,0.5714285714285714,0.0
4631,0,True,86.0,0.7747747747747747,0.0
5141,0,True,82.0,0.5324675324675324,0.0
5609,0,True,99.0,0.7557251908396947,0.0
6093,0,True,81.0,0.7168141592920354,0.0
6541,0,True,85.0,0.7522123893805309,0.0
7077,0,True,84.0,0.7058823529411765,0.0
7569,0,True,90.0,0.625,0.0
7989,0,True,86.0,0.6666666666666666,0.0
8239,250,False,85.0,0.6854838709677419,0.5
8489,0,True,76.0,0.6229508196721312,0.0
8733,244,False,85.0,0.8173076923076923,0.4420289855072464
9041,0,True,81.0,0.7714285714285715,0.0
9265,224,False,81.0,0.42408376963350786,0.4409448818897638
9549,0,True,13.0,0.08609271523178808,0.0
10073,0,True,85.0,0.6343283582089553,0.0
10463,0,True,86.0,0.7226890756302521,0.0
10565,102,False,69.0,0.6216216216216216,0.17894736842105263
11033,0,True,82.0,0.6119402985074627,0.0
11423,0,True,85.0,0.6967213114754098,0.0
11865,96,False,84.0,0.8076923076923077,0.8215613382899628
11961,0,True,76.0,0.7378640776699029,0.0
12377,0,True,80.0,0.7843137254901961,0.0
12827,0,True,86.0,0.5771812080536913,0.0
13281,0,True,87.0,0.6304347826086957,0.0
13693,120,False,90.0,0.6923076923076923,0.7744360902255639
13813,0,True,80.0,0.6666666666666666,0.0
14269,0,True,82.0,0.8817204301075269,0.0
14695,0,True,78.0,0.7647058823529411,0.0
15211,0,True,64.0,0.6336633663366337,0.0
15657,0,True,84.0,0.8076923076923077,0.0
15861,204,False,81.0,0.7864077669902912,0.49514563106796117
15963,106,False,80.0,0.7476635514018691,0.7427184466019418
16069,0,True,79.0,0.395,0.0
16359,0,True,11.0,0.06748466257668712,0.0
16761,0,True,88.0,0.6153846153846154,0.0
17189,0,True,84.0,0.6086956521739131,0.0
17453,264,False,83.0,0.6859504132231405,0.44594594594594594
17691,90,False,85.0,0.8173076923076923,0.847972972972973
17781,0,True,71.0,0.6698113207547169,0.0
18225,0,True,82.0,0.7454545454545455,0.0
18657,0,True,83.0,0.5533333333333333,0.0
19099,0,True,84.0,0.6412213740458015,0.0
19349,250,False,82.0,0.7454545454545455,0.44964028776978415
19655,0,True,78.0,0.7878787878787878,0.0
20079,0,True,77.0,0.7064220183486238,0.0
20569,0,True,69.0,0.47586206896551725,0.0
21007,0,True,80.0,0.6060606060606061,0.0
21403,0,True,88.0,0.6875,0.0
21511,0,True,68.0,0.5573770491803278,0.0
21959,0,True,76.0,0.76,0.0
22365,0,True,84.0,0.8235294117647058,0.0
22809,0,True,82.0,0.7663551401869159,0.0
23261,0,True,76.0,0.6785714285714286,0.0
23633,0,True,87.0,0.6397058823529411,0.0
23903,270,False,83.0,0.6058394160583942,0.4945054945054945
24179,0,True,87.0,0.6796875,0.0
24555,0,True,85.0,0.6967213114754098,0.0
25117,0,True,86.0,0.8037383177570093,0.0
25331,214,False,86.0,0.7226890756302521,0.4692982456140351
25573,0,True,83.0,0.6287878787878788,0.0
26039,0,True,80.0,0.7547169811320755,0.0
26481,0,True,79.0,0.7596153846153846,0.0
26689,208,False,79.0,0.7452830188679245,0.4
27001,0,True,69.0,0.6831683168316832,0.0
27423,0,True,87.0,0.7565217391304347,0.0
27639,216,False,80.0,0.6060606060606061,0.416988416988417
27941,0,True,86.0,0.6187050359712231,0.0
28349,0,True,88.0,0.6717557251908397,0.0
28601,252,False,85.0,0.625,0.48091603053435117
28873,0,True,80.0,0.6015037593984962,0.0
29297,0,True,95.0,0.7307692307692307,0.0
29537,240,False,79.0,0.5939849624060151,0.45627376425855515
29823,0,True,93.0,0.7045454545454546,0.0
30293,0,True,88.0,0.8380952380952381,0.0
30499,206,False,81.0,0.6183206106870229,0.41700404858299595
30787,0,True,82.0,0.5359477124183006,0.0
31251,0,True,85.0,0.6390977443609023,0.0
31735,0,True,82.0,0.7961165048543689,0.0
31939,204,False,81.0,0.7570093457943925,0.4744186046511628
32165,0,True,92.0,0.8679245283018868,0.0
32715,0,True,74.0,0.6727272727272727,0.0
33177,0,True,80.0,0.7407407407407407,0.0
33593,0,True,88.0,0.5789473684210527,0.0
34063,0,True,91.0,0.883495145631068,0.0
34549,0,True,86.0,0.593103448275862,0.0
34977,0,True,79.0,0.6124031007751938,0.0
35429,0,True,71.0,0.7029702970297029,0.0
35889,0,True,47.0,0.32413793103448274,0.0
36339,0,True,79.0,0.6124031007751938,0.0
36821,0,True,50.0,0.44642857142857145,0.0
37269,0,True,77.0,0.7333333333333333,0.0
37689,0,True,48.0,0.3356643356643357,0.0
38151,0,True,52.0,0.6933333333333334,0.0
38583,0,True,87.0,0.7565217391304347,0.0
39009,0,True,85.0,0.8333333333333334,0.0
39441,0,True,87.0,0.6541353383458647,0.0
39857,0,True,87.0,0.6744186046511628,0.0
40339,0,True,83.0,0.8137254901960784,0.0
40761,0,True,84.0,0.8,0.0
41269,0,True,68.0,0.6355140186915887,0.0
41689,0,True,89.0,0.5705128205128205,0.0
42139,0,True,86.0,0.6515151515151515,0.0
42623,0,True,75.0,0.7281553398058253,0.0
43077,0,True,90.0,0.743801652892562,0.0
43597,0,True,14.0,0.07291666666666667,0.0
43993,0,True,89.0,0.7739130434782608,0.0
44501,0,True,70.0,0.660377358490566,0.0
44929,0,True,94.0,0.618421052631579,0.0
45389,0,True,95.0,0.6551724137931034,0.0
45817,0,True,100.0,0.8333333333333334,0.0
46023,206,False,83.0,0.8556701030927835,0.4256198347107438
46301,0,True,77.0,0.8105263157894737,0.0
46787,0,True,14.0,0.08917197452229299,0.0
47205,0,True,5.0,0.038461538461538464,0.0
47419,214,False,89.0,0.664179104477612,0.45147679324894513
47679,0,True,85.0,0.7327586206896551,0.0
47897,218,False,81.0,0.7641509433962265,0.4759825327510917
48137,0,True,85.0,0.5985915492957746,0.0
48605,0,True,74.0,0.5211267605633803,0.0
49039,0,True,83.0,0.6194029850746269,0.0
49457,0,True,93.0,0.6940298507462687,0.0
49715,258,False,87.0,0.6304347826086957,0.4849624060150376
49989,0,True,83.0,0.6384615384615384,0.0
50385,0,True,90.0,0.6923076923076923,0.0
50891,0,True,91.0,0.8125,0.0
51325,0,True,94.0,0.8867924528301887,0.0
51831,0,True,72.0,0.7058823529411765,0.0
52331,0,True,52.0,0.47706422018348627,0.0
52789,0,True,85.0,0.5448717948717948,0.0
53249,0,True,91.0,0.7,0.0
53495,238,False,83.0,0.7094017094017094,0.5082644628099173
53733,0,True,91.0,0.8584905660377359,0.0
54189,0,True,88.0,0.7096774193548387,0.0
54667,0,True,93.0,0.6690647482014388,0.0
55163,0,True,24.0,0.1935483870967742,0.0
55597,0,True,92.0,0.8070175438596491,0.0
56047,0,True,88.0,0.6285714285714286,0.0
56495,0,True,89.0,0.6592592592592592,0.0
56751,234,False,84.0,0.711864406779661,0.5224489795918368
56985,0,True,93.0,0.9029126213592233,0.0
57409,0,True,90.0,0.6818181818181818,0.0
57845,0,True,90.0,0.5960264900662252,0.0
58291,0,True,101.0,0.7890625,0.0
58817,0,True,82.0,0.8367346938775511,0.0
59293,0,True,49.0,0.4803921568627451,0.0
59741,0,True,82.0,0.5189873417721519,
