position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
570,0,True,5.0,0.060240963855421686,0.0
981,0,True,82.0,0.9761904761904762,0.0
1381,0,True,62.0,0.7380952380952381,0.0
1757,0,True,17.0,0.2,0.0
2251,0,True,10.0,0.12195121951219512,0.0
2709,0,True,64.0,0.7111111111111111,0.0
3148,0,True,78.0,0.9512195121951219,0.0
3497,0,True,4.0,0.046511627906976744,0.0
3933,0,True,12.0,0.13953488372093023,0.0
4326,0,True,65.0,0.7647058823529411,0.0
4698,0,True,15.0,0.17647058823529413,0.0
5115,0,True,13.0,0.1566265060240964,0.0
5531,0,True,15.0,0.18072289156626506,0.0
5981,0,True,53.0,0.6463414634146342,0.0
6351,0,True,11.0,0.13253012048192772,0.0
6771,0,True,15.0,0.17857142857142858,0.0
7189,0,True,13.0,0.15294117647058825,0.0
7613,0,True,16.0,0.18823529411764706,0.0
8005,0,True,71.0,0.8452380952380952,0.0
8451,0,True,15.0,0.17647058823529413,0.0
8871,0,True,11.0,0.12790697674418605,0.0
9217,0,True,15.0,0.1744186046511628,0.0
9643,0,True,14.0,0.16470588235294117,0.0
10031,0,True,62.0,0.7380952380952381,0.0
10426,0,True,33.0,0.38823529411764707,0.0
10834,0,True,17.0,0.2,0.0
11261,0,True,19.0,0.2261904761904762,0.0
11729,0,True,65.0,0.7647058823529411,0.0
12084,0,True,79.0,0.9186046511627907,0.0
12444,0,True,9.0,0.10465116279069768,0.0
12811,0,True,30.0,0.3488372093023256,0.0
13225,0,True,13.0,0.1511627906976744,0.0
13645,0,True,1.0,0.011494252873563218,0.0
14091,0,True,15.0,0.1744186046511628,0.0
14444,0,True,26.0,0.3058823529411765,0.0
14857,0,True,13.0,0.15294117647058825,0.0
15257,0,True,73.0,0.8588235294117647,0.0
15625,0,True,19.0,0.2261904761904762,0.0
16089,0,True,63.0,0.7411764705882353,0.0
16532,0,True,82.0,0.9647058823529412,0.0
16948,0,True,73.0,0.8690476190476191,0.0
17319,0,True,22.0,0.26506024096385544,0.0
17727,0,True,15.0,0.18072289156626506,0.0
18195,0,True,70.0,0.8536585365853658,0.0
18641,0,True,22.0,0.26506024096385544,0.0
19101,0,True,65.0,0.7738095238095238,0.0
19459,0,True,6.0,0.07142857142857142,0.0
19854,0,True,70.0,0.8536585365853658,0.0
20263,0,True,69.0,0.8414634146341463,0.0
20699,0,True,14.0,0.17073170731707318,0.0
21101,0,True,7.0,0.08536585365853659,0.0
21516,0,True,13.0,0.15853658536585366,0.0
21973,0,True,63.0,0.7682926829268293,0.0
22339,0,True,19.0,0.2289156626506024,0.0
22749,0,True,17.0,0.2073170731707317,0.0
23168,0,True,26.0,0.3132530120481928,0.0
23625,0,True,72.0,0.8780487804878049,0.0
24025,0,True,61.0,0.7439024390243902,0.0
24436,0,True,60.0,0.7228915662650602,0.0
24829,0,True,38.0,0.4578313253012048,0.0
25273,0,True,66.0,0.7857142857142857,0.0
25685,0,True,58.0,0.6904761904761905,0.0
26101,0,True,57.0,0.6867469879518072,0.0
26463,0,True,3.0,0.03571428571428571,0.0
26875,0,True,82.0,0.9879518072289156,0.0
27227,0,True,18.0,0.21686746987951808,0.0
27679,0,True,58.0,0.6987951807228916,0.0
28091,0,True,57.0,0.6951219512195121,0.0
28547,0,True,21.0,0.25301204819277107,0.0
29005,0,True,67.0,0.8072289156626506,0.0
29417,0,True,63.0,0.7590361445783133,0.0
29790,0,True,21.0,0.25609756097560976,0.0
30191,0,True,8.0,0.0963855421686747,0.0
30526,0,True,12.0,0.14285714285714285,0.0
30949,0,True,13.0,0.15294117647058825,0.0
31358,0,True,79.0,0.9186046511627907,0.0
31703,0,True,77.0,0.8850574712643678,0.0
32059,0,True,0.0,0.0,0.0
32419,0,True,15.0,0.1744186046511628,0.0
32832,0,True,84.0,0.9882352941176471,0.0
33271,0,True,14.0,0.16470588235294117,0.0
33692,0,True,15.0,0.17857142857142858,0.0
34109,0,True,16.0,0.1951219512195122,0.0
34545,0,True,41.0,0.4939759036144578,0.0
34985,0,True,66.0,0.7951807228915663,0.0
35400,0,True,66.0,0.7951807228915663,0.0
35835,0,True,6.0,0.07228915662650602,0.0
36258,0,True,18.0,0.21951219512195122,0.0
36660,0,True,10.0,0.12195121951219512,0.0
37019,0,True,40.0,0.4878048780487805,0.0
37429,0,True,41.0,0.5,0.0
37860,0,True,63.0,0.7682926829268293,0.0
38243,0,True,37.0,0.4457831325301205,0.0
38695,0,True,80.0,0.975609756097561,0.0
39081,0,True,57.0,0.6951219512195121,0.0
39451,0,True,18.0,0.21951219512195122,0.0
39911,0,True,68.0,0.8192771084337349,0.0
40269,0,True,15.0,0.18292682926829268,0.0
40687,0,True,24.0,0.2962962962962963,0.0
41091,0,True,22.0,0.2716049382716049,0.0
41504,0,True,29.0,0.35802469135802467,0.0
41899,0,True,17.0,0.2073170731707317,0.0
42359,0,True,71.0,0.8765432098765432,0.0
42763,0,True,68.0,0.8292682926829268,0.0
43163,0,True,55.0,0.6626506024096386,0.0
43581,0,True,58.0,0.6987951807228916,0.0
44011,0,True,75.0,0.9036144578313253,0.0
44418,0,True,65.0,0.7831325301204819,0.0
44842,0,True,69.0,0.8214285714285714,0.0
45253,0,True,58.0,0.6904761904761905,0.0
45636,0,True,23.0,0.27710843373493976,0.0
46049,0,True,22.0,0.26506024096385544,0.0
46439,0,True,1.0,0.012195121951219513,0.0
46835,0,True,70.0,0.8641975308641975,0.0
47255,0,True,4.0,0.04938271604938271,0.0
47661,0,True,6.0,0.07317073170731707,0.0
48078,0,True,15.0,0.18072289156626506,0.0
48491,0,True,17.0,0.20481927710843373,0.0
48819,0,True,17.0,0.2073170731707317,0.0
49213,0,True,82.0,0.9879518072289156,0.0
49613,0,True,66.0,0.7857142857142857,0.0
49992,0,True,27.0,0.3253012048192771,0.0
50395,0,True,17.0,0.20481927710843373,0.0
50795,0,True,7.0,0.08433734939759036,0.0
51185,0,True,70.0,0.8641975308641975,0.0
51596,0,True,68.0,0.8192771084337349,0.0
52011,0,True,65.0,0.7831325301204819,0.0
52309,0,True,30.0,0.3614457831325301,0.0
52671,0,True,61.0,0.7439024390243902,0.0
53081,0,True,61.0,0.7439024390243902,0.0
53487,0,True,58.0,0.7073170731707317,0.0
53853,0,True,15.0,0.18292682926829268,0.0
54261,0,True,14.0,0.17073170731707318,0.0
54671,0,True,12.0,0.14457831325301204,0.0
55085,0,True,11.0,0.13253012048192772,0.0
55500,0,True,12.0,0.14457831325301204,0.0
55961,0,True,60.0,0.7228915662650602,0.0
56385,0,True,68.0,0.8192771084337349,0.0
56755,0,True,21.0,0.25301204819277107,0.0
57171,0,True,20.0,0.24096385542168675,0.0
57659,0,True,6.0,0.06976744186046512,0.0
58077,0,True,80.0,0.9302325581395349,0.0
58436,0,True,8.0,0.09302325581395349,0.0
58849,0,True,76.0,0.8837209302325582,0.0
59220,0,True,16.0,0.18604651162790697,0.0
59625,0,True,81.0,0.9529411764705882,
