position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
283,0,True,35.0,0.4375,0.0
747,0,True,15.0,0.18518518518518517,0.0
1237,0,True,14.0,0.17073170731707318,0.0
1712,0,True,77.0,0.927710843373494,0.0
2223,0,True,10.0,0.12048192771084337,0.0
2685,0,True,55.0,0.6626506024096386,0.0
3153,0,True,22.0,0.26506024096385544,0.0
3635,0,True,8.0,0.0975609756097561,0.0
4077,0,True,38.0,0.4634146341463415,0.0
4543,0,True,11.0,0.13580246913580246,0.0
5021,0,True,0.0,0.0,0.0
5481,0,True,50.0,0.6097560975609756,0.0
5955,0,True,28.0,0.3373493975903614,0.0
6441,0,True,12.0,0.14285714285714285,0.0
6881,0,True,32.0,0.3855421686746988,0.0
7379,0,True,28.0,0.3373493975903614,0.0
7865,0,True,15.0,0.18292682926829268,0.0
8295,0,True,34.0,0.41975308641975306,0.0
8767,0,True,18.0,0.2222222222222222,0.0
9177,0,True,22.0,0.275,0.0
9731,0,True,15.0,0.18518518518518517,0.0
10235,0,True,32.0,0.3950617283950617,0.0
10771,0,True,78.0,0.9512195121951219,0.0
11281,0,True,9.0,0.10975609756097561,0.0
11772,0,True,0.0,0.0,0.0
12265,0,True,76.0,0.9047619047619048,0.0
12807,0,True,29.0,0.34523809523809523,0.0
13281,0,True,79.0,0.9404761904761905,0.0
13751,0,True,45.0,0.5357142857142857,0.0
14295,0,True,9.0,0.1111111111111111,0.0
14781,0,True,5.0,0.06172839506172839,0.0
15269,0,True,5.0,0.06172839506172839,0.0
15757,0,True,7.0,0.08641975308641975,0.0
16257,0,True,18.0,0.21951219512195122,0.0
16779,0,True,44.0,0.5301204819277109,0.0
17255,0,True,24.0,0.2926829268292683,0.0
17731,0,True,2.0,0.024390243902439025,0.0
18191,0,True,48.0,0.5783132530120482,0.0
18671,0,True,26.0,0.30952380952380953,0.0
19089,0,True,26.0,0.3170731707317073,0.0
19595,0,True,37.0,0.45121951219512196,0.0
20079,0,True,29.0,0.35365853658536583,0.0
20357,0,True,62.0,0.7560975609756098,0.0
20779,0,True,76.0,0.926829268292683,0.0
21289,0,True,18.0,0.2222222222222222,0.0
21813,0,True,52.0,0.6265060240963856,0.0
22331,0,True,75.0,0.9036144578313253,0.0
22795,0,True,38.0,0.4578313253012048,0.0
23297,0,True,41.0,0.4939759036144578,0.0
23795,0,True,38.0,0.4578313253012048,0.0
24338,0,True,81.0,0.9759036144578314,0.0
24785,0,True,36.0,0.5373134328358209,0.0
25269,0,True,22.0,0.2682926829268293,0.0
25742,0,True,0.0,0.0,0.0
26212,0,True,54.0,0.6585365853658537,0.0
26737,0,True,81.0,0.9759036144578314,0.0
27231,0,True,81.0,0.9759036144578314,0.0
27687,0,True,47.0,0.573170731707317,0.0
28199,0,True,72.0,0.8888888888888888,0.0
28653,0,True,41.0,0.5061728395061729,0.0
29143,0,True,42.0,0.5121951219512195,0.0
29635,0,True,41.0,0.4939759036144578,0.0
30137,0,True,45.0,0.5421686746987951,0.0
30675,0,True,0.0,0.0,0.0
31194,0,True,14.0,0.16470588235294117,0.0
31617,0,True,16.0,0.19047619047619047,0.0
32101,0,True,1.0,0.012345679012345678,0.0
32599,0,True,9.0,0.1111111111111111,0.0
33033,0,True,36.0,0.45,0.0
33633,0,True,69.0,0.8518518518518519,0.0
34118,0,True,63.0,0.7682926829268293,0.0
34661,0,True,24.0,0.2857142857142857,0.0
35173,0,True,32.0,0.38095238095238093,0.0
35681,0,True,30.0,0.35714285714285715,0.0
36253,0,True,0.0,0.0,0.0
36699,0,True,14.0,0.16470588235294117,0.0
37213,0,True,17.0,0.2,0.0
37647,0,True,26.0,0.30952380952380953,0.0
38159,0,True,34.0,0.40963855421686746,0.0
38647,0,True,22.0,0.2682926829268293,0.0
39131,0,True,11.0,0.13580246913580246,0.0
39575,0,True,47.0,0.573170731707317,0.0
40043,0,True,29.0,0.3625,0.0
40299,0,True,43.0,0.5308641975308642,0.0
40589,0,True,8.0,0.09876543209876543,0.0
40945,0,True,38.0,0.4691358024691358,0.0
41381,0,True,68.0,0.8395061728395061,0.0
41887,0,True,8.0,0.1,0.0
42357,0,True,72.0,0.8888888888888888,0.0
42871,0,True,15.0,0.18292682926829268,0.0
43383,0,True,33.0,0.4024390243902439,0.0
43881,0,True,38.0,0.4634146341463415,0.0
44371,0,True,33.0,0.4024390243902439,0.0
44843,0,True,8.0,0.0975609756097561,0.0
45265,0,True,21.0,0.25925925925925924,0.0
45759,0,True,35.0,0.4375,0.0
45995,0,True,33.0,0.4125,0.0
46343,0,True,64.0,0.8,0.0
46801,0,True,43.0,0.5375,0.0
47271,0,True,25.0,0.30864197530864196,0.0
47735,0,True,78.0,0.9512195121951219,0.0
48293,0,True,58.0,0.7073170731707317,0.0
48939,0,True,43.0,0.5308641975308642,0.0
49453,0,True,67.0,0.8271604938271605,0.0
49971,0,True,14.0,0.17073170731707318,0.0
50497,0,True,44.0,0.5301204819277109,0.0
51057,0,True,18.0,0.21686746987951808,0.0
51633,0,True,7.0,0.08433734939759036,0.0
52143,0,True,16.0,0.1951219512195122,0.0
52727,0,True,15.0,0.17857142857142858,0.0
53241,0,True,28.0,0.34146341463414637,0.0
53703,0,True,76.0,0.926829268292683,0.0
54143,0,True,23.0,0.2804878048780488,0.0
54617,0,True,8.0,0.09876543209876543,0.0
55059,0,True,44.0,0.5432098765432098,0.0
55577,0,True,78.0,0.975,0.0
56099,0,True,41.0,0.5125,0.0
56451,0,True,73.0,0.9125,0.0
56741,0,True,42.0,0.5185185185185185,0.0
56977,0,True,35.0,0.4375,0.0
57505,0,True,80.0,0.9876543209876543,0.0
58057,0,True,63.0,0.7777777777777778,0.0
58583,0,True,14.0,0.17073170731707318,0.0
59091,0,True,14.0,0.16470588235294117,0.0
59535,0,True,35.0,0.4166666666666667,
