position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
291,0,True,77.0,0.9058823529411765,0.0
504,179,False,31.0,0.3563218390804598,0.5433673469387755
683,0,True,35.0,0.40229885057471265,0.0
870,0,True,47.0,0.5340909090909091,0.0
1041,0,True,42.0,0.4827586206896552,0.0
1319,0,True,56.0,0.6363636363636364,0.0
1643,0,True,22.0,0.24175824175824176,0.0
2009,0,True,24.0,0.26373626373626374,0.0
2333,0,True,75.0,0.8241758241758241,0.0
2663,0,True,43.0,0.4777777777777778,0.0
3025,0,True,45.0,0.5,0.0
3419,0,True,75.0,0.8241758241758241,0.0
3851,0,True,56.0,0.5957446808510638,0.0
4303,0,True,42.0,0.45161290322580644,0.0
4719,0,True,87.0,0.9456521739130435,0.0
5139,0,True,49.0,0.532608695652174,0.0
5530,0,True,72.0,0.7912087912087912,0.0
5915,0,True,1.0,0.010869565217391304,0.0
6321,0,True,41.0,0.45054945054945056,0.0
6715,0,True,70.0,0.7692307692307693,0.0
7108,0,True,8.0,0.08695652173913043,0.0
7495,0,True,28.0,0.30434782608695654,0.0
7873,0,True,39.0,0.42857142857142855,0.0
8255,0,True,56.0,0.6222222222222222,0.0
8647,0,True,84.0,0.9230769230769231,0.0
9055,0,True,36.0,0.3956043956043956,0.0
9491,0,True,15.0,0.16483516483516483,0.0
9920,0,True,79.0,0.8777777777777778,0.0
10327,0,True,32.0,0.3516483516483517,0.0
10713,0,True,55.0,0.6043956043956044,0.0
11104,0,True,80.0,0.8791208791208791,0.0
11510,0,True,29.0,0.31521739130434784,0.0
11901,0,True,56.0,0.6153846153846154,0.0
12316,0,True,16.0,0.17582417582417584,0.0
12719,0,True,56.0,0.6086956521739131,0.0
13077,0,True,48.0,0.5217391304347826,0.0
13459,0,True,64.0,0.6956521739130435,0.0
13856,0,True,1.0,0.010752688172043012,0.0
14301,0,True,30.0,0.2857142857142857,0.0
14721,0,True,59.0,0.6344086021505376,0.0
15153,0,True,27.0,0.2967032967032967,0.0
15563,0,True,71.0,0.7802197802197802,0.0
15919,0,True,63.0,0.7,0.0
16337,0,True,32.0,0.35555555555555557,0.0
16705,0,True,41.0,0.45555555555555555,0.0
17093,0,True,70.0,0.7777777777777778,0.0
17490,0,True,16.0,0.17582417582417584,0.0
17883,0,True,46.0,0.5,0.0
18289,0,True,85.0,0.9550561797752809,0.0
18715,0,True,51.0,0.5483870967741935,0.0
19103,0,True,66.0,0.7096774193548387,0.0
19544,0,True,38.0,0.40425531914893614,0.0
19911,0,True,31.0,0.3333333333333333,0.0
20285,0,True,36.0,0.3956043956043956,0.0
20871,0,True,0.0,0.0,0.0
21263,0,True,39.0,0.43820224719101125,0.0
21651,0,True,70.0,0.7865168539325843,0.0
22025,0,True,86.0,0.9555555555555556,0.0
22419,0,True,31.0,0.34065934065934067,0.0
22809,0,True,60.0,0.6666666666666666,0.0
23189,0,True,80.0,0.898876404494382,0.0
23570,0,True,10.0,0.10869565217391304,0.0
23975,0,True,49.0,0.532608695652174,0.0
24377,0,True,83.0,0.9120879120879121,0.0
24769,0,True,16.0,0.17204301075268819,0.0
25167,0,True,45.0,0.4838709677419355,0.0
25489,0,True,1.0,0.01098901098901099,0.0
25887,0,True,35.0,0.38461538461538464,0.0
26299,0,True,80.0,0.8695652173913043,0.0
26731,0,True,50.0,0.5434782608695652,0.0
27131,0,True,82.0,0.8913043478260869,0.0
27539,0,True,32.0,0.3516483516483517,0.0
27947,0,True,75.0,0.8241758241758241,0.0
28351,0,True,23.0,0.25274725274725274,0.0
28744,0,True,53.0,0.5824175824175825,0.0
29131,0,True,77.0,0.8461538461538461,0.0
29582,0,True,72.0,0.7912087912087912,0.0
29994,0,True,29.0,0.31868131868131866,0.0
30383,0,True,53.0,0.5824175824175825,0.0
30774,0,True,79.0,0.8681318681318682,0.0
31149,0,True,3.0,0.03409090909090909,0.0
31479,0,True,70.0,0.8045977011494253,0.0
31927,0,True,77.0,0.8555555555555555,0.0
32364,0,True,59.0,0.6555555555555556,0.0
32807,0,True,47.0,0.5164835164835165,0.0
33213,0,True,87.0,0.9560439560439561,0.0
33617,0,True,37.0,0.4065934065934066,0.0
34041,0,True,4.0,0.043478260869565216,0.0
34472,0,True,67.0,0.7282608695652174,0.0
34864,0,True,89.0,0.956989247311828,0.0
35223,0,True,75.0,0.8064516129032258,0.0
35723,0,True,10.0,0.10526315789473684,0.0
36149,0,True,60.0,0.6382978723404256,0.0
36533,0,True,67.0,0.7204301075268817,0.0
36696,0,True,42.0,0.45161290322580644,0.0
36895,0,True,56.0,0.6086956521739131,0.0
37227,0,True,44.0,0.6027397260273972,0.0
37601,0,True,46.0,0.5287356321839081,0.0
37837,0,True,22.0,0.30985915492957744,0.0
38233,0,True,69.0,0.7752808988764045,0.0
38585,0,True,65.0,0.6989247311827957,0.0
38931,0,True,42.0,0.45652173913043476,0.0
39369,0,True,20.0,0.21978021978021978,0.0
39645,0,True,23.0,0.25274725274725274,0.0
40007,0,True,21.0,0.22826086956521738,0.0
40397,0,True,45.0,0.4945054945054945,0.0
40783,0,True,65.0,0.6989247311827957,0.0
41013,0,True,19.0,0.20652173913043478,0.0
41412,0,True,49.0,0.5268817204301075,0.0
41783,0,True,48.0,0.5161290322580645,0.0
42173,0,True,65.0,0.6989247311827957,0.0
42555,0,True,75.0,0.7978723404255319,0.0
42945,0,True,89.0,0.9368421052631579,0.0
43353,0,True,24.0,0.2553191489361702,0.0
43763,0,True,58.0,0.6170212765957447,0.0
44197,0,True,28.0,0.2978723404255319,0.0
44593,0,True,51.0,0.5425531914893617,0.0
45051,0,True,42.0,0.44680851063829785,0.0
45493,0,True,15.0,0.1595744680851064,0.0
45921,0,True,66.0,0.7096774193548387,0.0
46357,0,True,30.0,0.3191489361702128,0.0
