position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
142,0,True,22.0,0.2619047619047619,0.0
410,126,False,39.0,0.46987951807228917,0.6802030456852792
536,0,True,82.0,0.9879518072289156,0.0
894,0,True,24.0,0.2891566265060241,0.0
1270,0,True,68.0,0.8192771084337349,0.0
1642,0,True,24.0,0.2891566265060241,0.0
2020,0,True,70.0,0.8433734939759037,0.0
2392,0,True,27.0,0.32142857142857145,0.0
2778,0,True,79.0,0.9518072289156626,0.0
3140,0,True,25.0,0.30120481927710846,0.0
3520,0,True,72.0,0.8674698795180723,0.0
3894,0,True,29.0,0.3493975903614458,0.0
4276,0,True,78.0,0.9397590361445783,0.0
4642,0,True,28.0,0.3373493975903614,0.0
5018,0,True,72.0,0.8674698795180723,0.0
5394,0,True,34.0,0.40963855421686746,0.0
5770,0,True,79.0,0.9518072289156626,0.0
6138,0,True,31.0,0.37349397590361444,0.0
6516,0,True,76.0,0.9047619047619048,0.0
6894,0,True,37.0,0.44047619047619047,0.0
7268,0,True,77.0,0.927710843373494,0.0
7648,0,True,42.0,0.5060240963855421,0.0
8018,0,True,80.0,0.9523809523809523,0.0
8392,0,True,37.0,0.4457831325301205,0.0
8772,0,True,1.0,0.012048192771084338,0.0
9144,0,True,41.0,0.4939759036144578,0.0
9524,0,True,6.0,0.07228915662650602,0.0
9888,0,True,38.0,0.4578313253012048,0.0
10268,0,True,4.0,0.047619047619047616,0.0
10670,0,True,72.0,0.8674698795180723,0.0
11016,0,True,2.0,0.024096385542168676,0.0
11388,0,True,41.0,0.4880952380952381,0.0
11770,0,True,6.0,0.07142857142857142,0.0
12138,0,True,39.0,0.46987951807228917,0.0
12512,0,True,79.0,0.9404761904761905,0.0
12896,0,True,45.0,0.5421686746987951,0.0
13270,0,True,4.0,0.04819277108433735,0.0
13634,0,True,35.0,0.42168674698795183,0.0
14020,0,True,4.0,0.047619047619047616,0.0
14388,0,True,38.0,0.4523809523809524,0.0
14770,0,True,2.0,0.024096385542168676,0.0
15140,0,True,38.0,0.4523809523809524,0.0
15518,0,True,82.0,0.9761904761904762,0.0
15888,0,True,34.0,0.40963855421686746,0.0
16268,0,True,81.0,0.9759036144578314,0.0
16642,0,True,40.0,0.4819277108433735,0.0
17018,0,True,0.0,0.0,0.0
17384,0,True,32.0,0.38095238095238093,0.0
17766,0,True,80.0,0.9523809523809523,0.0
18138,0,True,35.0,0.42168674698795183,0.0
18516,0,True,81.0,0.9759036144578314,0.0
18898,0,True,48.0,0.5783132530120482,0.0
19268,0,True,2.0,0.024096385542168676,0.0
19638,0,True,39.0,0.4642857142857143,0.0
20016,0,True,1.0,0.011904761904761904,0.0
20386,0,True,39.0,0.46987951807228917,0.0
20768,0,True,7.0,0.08433734939759036,0.0
21138,0,True,45.0,0.5421686746987951,0.0
21516,0,True,9.0,0.10843373493975904,0.0
21892,0,True,52.0,0.6265060240963856,0.0
22266,0,True,10.0,0.12048192771084337,0.0
22636,0,True,47.0,0.5662650602409639,0.0
23016,0,True,11.0,0.13095238095238096,0.0
23414,0,True,75.0,0.9036144578313253,0.0
23758,0,True,4.0,0.047619047619047616,0.0
24139,0,True,53.0,0.6385542168674698,0.0
24520,0,True,19.0,0.2289156626506024,0.0
24888,0,True,53.0,0.6385542168674698,0.0
25266,0,True,14.0,0.1686746987951807,0.0
25636,0,True,50.0,0.6024096385542169,0.0
26014,0,True,11.0,0.13253012048192772,0.0
26388,0,True,51.0,0.6144578313253012,0.0
26766,0,True,13.0,0.1566265060240964,0.0
27138,0,True,52.0,0.6265060240963856,0.0
27514,0,True,13.0,0.15476190476190477,0.0
27894,0,True,60.0,0.7228915662650602,0.0
28268,0,True,18.0,0.21686746987951808,0.0
28638,0,True,55.0,0.6547619047619048,0.0
29014,0,True,15.0,0.17857142857142858,0.0
29394,0,True,61.0,0.7261904761904762,0.0
29782,0,True,32.0,0.3764705882352941,0.0
30142,0,True,56.0,0.6666666666666666,0.0
30516,0,True,10.0,0.11904761904761904,0.0
30894,0,True,53.0,0.6309523809523809,0.0
31264,0,True,5.0,0.05952380952380952,0.0
31634,0,True,41.0,0.4880952380952381,0.0
32014,0,True,3.0,0.03571428571428571,0.0
32386,0,True,41.0,0.4880952380952381,0.0
32770,0,True,8.0,0.0963855421686747,0.0
33136,0,True,41.0,0.4939759036144578,0.0
33506,0,True,78.0,0.9285714285714286,0.0
33884,0,True,39.0,0.4642857142857143,0.0
34264,0,True,1.0,0.011904761904761904,0.0
34636,0,True,39.0,0.4642857142857143,0.0
35018,0,True,4.0,0.04819277108433735,0.0
35386,0,True,38.0,0.4578313253012048,0.0
35772,0,True,9.0,0.10843373493975904,0.0
36138,0,True,44.0,0.5301204819277109,0.0
36514,0,True,6.0,0.07228915662650602,0.0
36886,0,True,46.0,0.5542168674698795,0.0
37264,0,True,9.0,0.10843373493975904,0.0
37638,0,True,51.0,0.6144578313253012,0.0
38012,0,True,9.0,0.10843373493975904,0.0
38404,0,True,69.0,0.8313253012048193,0.0
38758,0,True,8.0,0.09523809523809523,0.0
39136,0,True,53.0,0.6385542168674698,0.0
39516,0,True,18.0,0.21686746987951808,0.0
39894,0,True,63.0,0.7590361445783133,0.0
40262,0,True,15.0,0.18072289156626506,0.0
40642,0,True,62.0,0.7560975609756098,0.0
41030,0,True,36.0,0.42857142857142855,0.0
41382,0,True,55.0,0.6626506024096386,0.0
41764,0,True,22.0,0.26506024096385544,0.0
42143,0,True,68.0,0.8192771084337349,0.0
42510,0,True,20.0,0.24096385542168675,0.0
42890,0,True,67.0,0.7976190476190477,0.0
43264,0,True,23.0,0.27710843373493976,0.0
43674,0,True,18.0,0.2222222222222222,0.0
44020,0,True,34.0,0.40963855421686746,0.0
44398,0,True,81.0,0.9759036144578314,0.0
44768,0,True,37.0,0.4457831325301205,0.0
45141,0,True,77.0,0.927710843373494,0.0
45512,0,True,33.0,0.39759036144578314,0.0
45890,0,True,79.0,0.9518072289156626,0.0
46260,0,True,35.0,0.42168674698795183,0.0
46642,0,True,3.0,0.03614457831325301,0.0
47004,0,True,34.0,0.40963855421686746,0.0
47396,0,True,13.0,0.1566265060240964,0.0
47670,0,True,38.0,0.4634146341463415,0.0
47838,0,True,40.0,0.4819277108433735,0.0
48132,0,True,1.0,0.012048192771084338,0.0
48504,0,True,40.0,0.4819277108433735,0.0
48880,0,True,83.0,0.9880952380952381,0.0
49268,0,True,55.0,0.6626506024096386,0.0
49636,0,True,10.0,0.12048192771084337,0.0
50011,0,True,53.0,0.6385542168674698,0.0
50388,0,True,14.0,0.1686746987951807,0.0
50760,0,True,54.0,0.6506024096385542,0.0
51138,0,True,19.0,0.2289156626506024,0.0
51512,0,True,63.0,0.7682926829268293,0.0
51884,0,True,23.0,0.27710843373493976,0.0
52262,0,True,70.0,0.8433734939759037,0.0
52632,0,True,26.0,0.3132530120481928,0.0
53014,0,True,77.0,0.9166666666666666,0.0
53384,0,True,32.0,0.38095238095238093,0.0
53762,0,True,77.0,0.9390243902439024,0.0
54134,0,True,35.0,0.42168674698795183,0.0
54512,0,True,82.0,0.9879518072289156,0.0
54882,0,True,36.0,0.42857142857142855,0.0
55262,0,True,81.0,0.9642857142857143,0.0
55634,0,True,35.0,0.42168674698795183,0.0
56004,0,True,72.0,0.8571428571428571,0.0
56388,0,True,41.0,0.4939759036144578,0.0
56768,0,True,7.0,0.08433734939759036,0.0
57130,0,True,37.0,0.4457831325301205,0.0
57517,0,True,9.0,0.10714285714285714,0.0
57882,0,True,40.0,0.4819277108433735,0.0
58264,0,True,6.0,0.07228915662650602,0.0
58632,0,True,42.0,0.5060240963855421,0.0
59010,0,True,5.0,0.060240963855421686,0.0
59384,0,True,48.0,0.5783132530120482,0.0
59760,0,True,9.0,0.10843373493975904,
