position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
227,0,True,22.0,0.26506024096385544,0.0
562,0,True,23.0,0.27380952380952384,0.0
1013,0,True,51.0,0.6071428571428571,0.0
1497,0,True,31.0,0.3780487804878049,0.0
1904,0,True,25.0,0.3048780487804878,0.0
2246,0,True,36.0,0.43902439024390244,0.0
2385,0,True,10.0,0.12048192771084337,0.0
2729,0,True,26.0,0.29545454545454547,0.0
3064,0,True,23.0,0.27710843373493976,0.0
3399,0,True,24.0,0.2891566265060241,0.0
3768,0,True,59.0,0.7108433734939759,0.0
4143,0,True,20.0,0.24096385542168675,0.0
4491,0,True,37.0,0.4457831325301205,0.0
4839,0,True,54.0,0.6585365853658537,0.0
5229,0,True,37.0,0.42528735632183906,0.0
5641,0,True,31.0,0.37349397590361444,0.0
5977,0,True,37.0,0.45121951219512196,0.0
6313,0,True,42.0,0.5121951219512195,0.0
6647,0,True,43.0,0.5180722891566265,0.0
7062,0,True,38.0,0.4523809523809524,0.0
7473,0,True,25.0,0.29411764705882354,0.0
7573,100,False,40.0,0.47058823529411764,0.2127659574468085
7833,110,False,59.0,0.9076923076923077,0.7659574468085106
7943,0,True,104.0,0.9629629629629629,0.0
8247,0,True,41.0,0.41836734693877553,0.0
8677,0,True,36.0,0.43373493975903615,0.0
9089,0,True,34.0,0.5151515151515151,0.0
9496,0,True,21.0,0.25301204819277107,0.0
9763,0,True,40.0,0.4878048780487805,0.0
10173,0,True,36.0,0.43902439024390244,0.0
10587,86,False,34.0,0.40963855421686746,0.828
10673,0,True,37.0,0.4457831325301205,0.0
11096,0,True,49.0,0.5444444444444444,0.0
11497,0,True,23.0,0.27380952380952384,0.0
11749,0,True,26.0,0.3170731707317073,0.0
12095,0,True,42.0,0.5454545454545454,0.0
12500,0,True,34.0,0.4146341463414634,0.0
12833,0,True,37.0,0.45121951219512196,0.0
13249,0,True,37.0,0.26618705035971224,0.0
13672,0,True,38.0,0.4523809523809524,0.0
14163,0,True,30.0,0.36585365853658536,0.0
14576,0,True,39.0,0.41935483870967744,0.0
14997,0,True,34.0,0.4146341463414634,0.0
15424,0,True,44.0,0.5301204819277109,0.0
15919,0,True,37.0,0.44047619047619047,0.0
16331,0,True,35.0,0.42168674698795183,0.0
16712,0,True,1.0,0.011904761904761904,0.0
17080,0,True,43.0,0.5,0.0
17227,0,True,35.0,0.35353535353535354,0.0
17506,0,True,60.0,0.7058823529411765,0.0
17894,0,True,20.0,0.2702702702702703,0.0
18319,0,True,31.0,0.3780487804878049,0.0
18711,0,True,15.0,0.18292682926829268,0.0
19053,0,True,29.0,0.35802469135802467,0.0
19391,0,True,37.0,0.45121951219512196,0.0
19859,0,True,7.0,0.1111111111111111,0.0
20055,0,True,36.0,0.42857142857142855,0.0
20179,0,True,76.0,0.9156626506024096,0.0
20465,0,True,29.0,0.3493975903614458,0.0
20811,0,True,40.0,0.4878048780487805,0.0
