position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
347,0,True,58.0,0.5918367346938775,0.0
575,0,True,91.0,0.9381443298969072,0.0
977,0,True,18.0,0.1836734693877551,0.0
1377,0,True,40.0,0.449438202247191,0.0
1791,0,True,77.0,0.7475728155339806,0.0
2185,0,True,109.0,0.990909090909091,0.0
2635,0,True,49.0,0.550561797752809,0.0
3083,0,True,85.0,0.7391304347826086,0.0
3479,0,True,87.0,0.8446601941747572,0.0
3833,0,True,85.0,0.7203389830508474,0.0
4197,0,True,30.0,0.23255813953488372,0.0
4601,0,True,44.0,0.5,0.0
5049,0,True,49.0,0.550561797752809,0.0
5489,0,True,35.0,0.5555555555555556,0.0
5899,0,True,68.0,0.6666666666666666,0.0
6303,0,True,56.0,0.3393939393939394,0.0
6757,0,True,68.0,0.5528455284552846,0.0
7205,0,True,28.0,0.23529411764705882,0.0
7603,0,True,12.0,0.18181818181818182,0.0
7943,0,True,84.0,0.7368421052631579,0.0
8295,0,True,7.0,0.10606060606060606,0.0
8699,0,True,65.0,0.7386363636363636,0.0
9223,0,True,61.0,0.6777777777777778,0.0
9751,0,True,54.0,0.7105263157894737,0.0
10085,208,False,45.0,0.6521739130434783,0.6162361623616236
10293,0,True,19.0,0.2878787878787879,0.0
10463,0,True,3.0,0.03296703296703297,0.0
10577,0,True,26.0,0.26,0.0
10817,0,True,3.0,0.038461538461538464,0.0
11199,0,True,42.0,0.4077669902912621,0.0
11585,0,True,96.0,0.8648648648648649,0.0
12039,0,True,45.0,0.4838709677419355,0.0
12541,0,True,41.0,0.6119402985074627,0.0
13047,0,True,43.0,0.6231884057971014,0.0
13485,0,True,78.0,0.9512195121951219,0.0
13901,0,True,13.0,0.19696969696969696,0.0
14313,0,True,35.0,0.35353535353535354,0.0
14781,0,True,19.0,0.1919191919191919,0.0
15111,0,True,67.0,0.6442307692307693,0.0
15511,0,True,102.0,0.8793103448275862,0.0
15941,0,True,47.0,0.4051724137931034,0.0
16377,0,True,20.0,0.1652892561983471,0.0
16777,0,True,49.0,0.34265734265734266,0.0
17225,0,True,105.0,0.8677685950413223,0.0
17563,0,True,17.0,0.17708333333333334,0.0
17991,0,True,100.0,0.7246376811594203,0.0
18361,0,True,83.0,0.7477477477477478,0.0
18723,0,True,28.0,0.2916666666666667,0.0
19093,0,True,14.0,0.14285714285714285,0.0
19467,0,True,4.0,0.04081632653061224,0.0
19863,0,True,55.0,0.45454545454545453,0.0
20343,0,True,18.0,0.26865671641791045,0.0
20785,0,True,93.0,0.8691588785046729,0.0
21139,0,True,47.0,0.47474747474747475,0.0
21541,0,True,79.0,0.7053571428571429,0.0
21907,0,True,40.0,0.6060606060606061,0.0
22333,0,True,26.0,0.21311475409836064,0.0
22825,0,True,3.0,0.030303030303030304,0.0
23256,167,False,20.0,0.1834862385321101,0.7207357859531772
23423,0,True,78.0,0.7090909090909091,0.0
23835,0,True,7.0,0.07,0.0
24239,0,True,26.0,0.2653061224489796,0.0
24689,0,True,93.0,0.93,0.0
25227,0,True,45.0,0.45918367346938777,0.0
25385,0,True,36.0,0.3103448275862069,0.0
25925,0,True,63.0,0.6363636363636364,0.0
26455,0,True,96.0,0.96,0.0
26915,0,True,59.0,0.5959595959595959,0.0
27329,0,True,79.0,0.8061224489795918,0.0
27731,0,True,90.0,0.9375,0.0
28159,0,True,29.0,0.32222222222222224,0.0
28599,0,True,120.0,0.821917808219178,0.0
29055,0,True,54.0,0.5567010309278351,0.0
29545,0,True,51.0,0.6891891891891891,0.0
29845,0,True,92.0,0.7540983606557377,0.0
30195,0,True,68.0,0.5528455284552846,0.0
30639,0,True,91.0,0.9191919191919192,0.0
31113,0,True,66.0,0.66,0.0
31599,0,True,95.0,0.7480314960629921,0.0
32091,0,True,69.0,0.69,0.0
32513,0,True,130.0,0.9774436090225563,0.0
33004,0,True,120.0,0.9836065573770492,0.0
33387,0,True,119.0,0.9596774193548387,0.0
33863,0,True,85.0,0.8854166666666666,0.0
34183,0,True,54.0,0.45,0.0
34609,0,True,34.0,0.5396825396825397,0.0
34973,0,True,66.0,0.528,0.0
35491,0,True,5.0,0.07042253521126761,0.0
35893,0,True,47.0,0.5595238095238095,0.0
36413,0,True,87.0,0.8787878787878788,0.0
36891,0,True,79.0,0.8144329896907216,0.0
37387,0,True,92.0,0.9387755102040817,0.0
37931,0,True,56.0,0.5894736842105263,0.0
38285,0,True,114.0,0.991304347826087,0.0
38805,0,True,33.0,0.33,0.0
39285,0,True,52.0,0.42276422764227645,0.0
39749,0,True,35.0,0.29914529914529914,0.0
40221,0,True,90.0,0.7142857142857143,0.0
40709,0,True,87.0,0.7767857142857143,0.0
41131,0,True,15.0,0.1485148514851485,0.0
41697,0,True,119.0,0.9834710743801653,0.0
42197,0,True,2.0,0.022988505747126436,0.0
42723,0,True,89.0,0.7235772357723578,0.0
43147,0,True,2.0,0.029850746268656716,0.0
43625,0,True,1.0,0.012658227848101266,0.0
44117,0,True,39.0,0.32231404958677684,0.0
44567,0,True,98.0,0.8596491228070176,0.0
45077,0,True,4.0,0.06349206349206349,0.0
45555,0,True,8.0,0.12121212121212122,0.0
45959,0,True,25.0,0.25510204081632654,0.0
46141,0,True,36.0,0.3103448275862069,0.0
46507,0,True,89.0,0.898989898989899,0.0
46913,0,True,16.0,0.25396825396825395,0.0
47321,0,True,41.0,0.640625,0.0
47811,0,True,49.0,0.7101449275362319,0.0
48301,0,True,55.0,0.55,0.0
48595,0,True,86.0,0.7610619469026548,0.0
