position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
339,0,True,18.0,0.1956521739130435,0.0
715,0,True,24.0,0.25806451612903225,0.0
1091,0,True,28.0,0.2978723404255319,0.0
1469,0,True,32.0,0.34408602150537637,0.0
1839,0,True,30.0,0.3225806451612903,0.0
2215,0,True,35.0,0.3763440860215054,0.0
2591,0,True,41.0,0.44565217391304346,0.0
2967,0,True,49.0,0.532608695652174,0.0
3339,0,True,55.0,0.6043956043956044,0.0
3719,0,True,72.0,0.7912087912087912,0.0
4123,0,True,21.0,0.22826086956521738,0.0
4487,0,True,17.0,0.18478260869565216,0.0
4841,0,True,4.0,0.043478260869565216,0.0
5209,0,True,5.0,0.054945054945054944,0.0
5593,0,True,23.0,0.25274725274725274,0.0
5963,0,True,28.0,0.3076923076923077,0.0
6337,0,True,38.0,0.4175824175824176,0.0
6735,0,True,72.0,0.7912087912087912,0.0
7099,0,True,71.0,0.7802197802197802,0.0
7473,0,True,79.0,0.8586956521739131,0.0
7617,144,False,39.0,0.41935483870967744,0.3870967741935484
7845,0,True,82.0,0.8913043478260869,0.0
8213,0,True,81.0,0.8804347826086957,0.0
8595,0,True,3.0,0.03260869565217391,0.0
8971,0,True,11.0,0.11956521739130435,0.0
9343,0,True,16.0,0.17391304347826086,0.0
9715,0,True,21.0,0.23076923076923078,0.0
10069,0,True,13.0,0.14285714285714285,0.0
10497,0,True,77.0,0.8461538461538461,0.0
10843,0,True,60.0,0.6593406593406593,0.0
11177,0,True,30.0,0.32967032967032966,0.0
11593,0,True,82.0,0.9010989010989011,0.0
11969,0,True,1.0,0.01098901098901099,0.0
12225,0,True,74.0,0.7956989247311828,0.0
12357,0,True,21.0,0.22826086956521738,0.0
12731,0,True,26.0,0.27956989247311825,0.0
13093,0,True,19.0,0.2087912087912088,0.0
13467,0,True,27.0,0.29347826086956524,0.0
13843,0,True,37.0,0.4065934065934066,0.0
14213,0,True,41.0,0.44565217391304346,0.0
14587,0,True,47.0,0.5053763440860215,0.0
14965,0,True,55.0,0.5978260869565217,0.0
15343,0,True,65.0,0.7065217391304348,0.0
15719,0,True,73.0,0.7934782608695652,0.0
