position,nearest_coarse_peak,matched,r_lag,cardiac_phase,breath_phase
121,0,True,31.0,0.484375,0.0
317,0,True,36.0,0.5625,0.0
859,0,True,2.0,0.03125,0.0
1387,0,True,16.0,0.24615384615384617,0.0
1947,0,True,61.0,0.9384615384615385,0.0
2439,0,True,37.0,0.5692307692307692,0.0
2983,0,True,0.0,0.0,0.0
3413,0,True,45.0,0.7142857142857143,0.0
3791,0,True,45.0,0.37815126050420167,0.0
4151,0,True,35.0,0.2845528455284553,0.0
4617,0,True,14.0,0.11570247933884298,0.0
5001,0,True,36.0,0.2975206611570248,0.0
5469,0,True,21.0,0.1794871794871795,0.0
5975,0,True,99.0,0.8048780487804879,0.0
6279,0,True,95.0,0.8050847457627118,0.0
6407,0,True,39.0,0.3305084745762712,0.0
6569,0,True,17.0,0.13934426229508196,0.0
6788,219,False,114.0,0.9661016949152542,0.43452380952380953
7073,0,True,31.0,0.2540983606557377,0.0
7245,0,True,81.0,0.6585365853658537,0.0
7619,0,True,87.0,0.71900826446281,0.0
8021,0,True,4.0,0.03305785123966942,0.0
8443,0,True,63.0,0.5206611570247934,0.0
8877,0,True,11.0,0.09090909090909091,0.0
9325,0,True,94.0,0.7704918032786885,0.0
9623,0,True,87.0,0.7131147540983607,0.0
10023,0,True,2.0,0.017241379310344827,0.0
10465,0,True,23.0,0.19008264462809918,0.0
10821,0,True,78.0,0.65,0.0
11227,0,True,5.0,0.041666666666666664,0.0
11433,206,False,91.0,0.7844827586206896,0.49282296650717705
11645,0,True,2.0,0.016666666666666666,0.0
12107,0,True,41.0,0.3474576271186441,0.0
12621,0,True,2.0,0.016129032258064516,0.0
12825,0,True,82.0,0.6666666666666666,0.0
13003,0,True,19.0,0.2878787878787879,0.0
13461,0,True,107.0,0.8842975206611571,0.0
13837,0,True,0.0,0.0,0.0
14170,119,False,93.0,0.768595041322314,0.7367256637168141
14289,0,True,91.0,0.7520661157024794,0.0
14587,0,True,85.0,0.6967213114754098,0.0
14761,0,True,16.0,0.13675213675213677,0.0
15153,0,True,105.0,0.8677685950413223,0.0
15591,0,True,61.0,0.5041322314049587,0.0
15925,0,True,93.0,0.7622950819672131,0.0
16053,0,True,99.0,0.8114754098360656,0.0
16523,0,True,20.0,0.16393442622950818,0.0
16899,0,True,32.0,0.27350427350427353,0.0
17375,0,True,24.0,0.20512820512820512,0.0
17911,0,True,13.0,0.1092436974789916,0.0
18415,0,True,83.0,0.6916666666666667,0.0
18789,0,True,25.0,0.2032520325203252,0.0
19205,0,True,16.0,0.1322314049586777,0.0
19577,0,True,27.0,0.23275862068965517,0.0
20019,0,True,46.0,0.3770491803278688,0.0
20187,0,True,92.0,0.7540983606557377,0.0
20477,0,True,17.0,0.1452991452991453,0.0
20917,0,True,34.0,0.2833333333333333,0.0
21187,0,True,3.0,0.025,0.0
21527,158,False,102.0,0.8429752066115702,0.6827309236947792
21685,0,True,18.0,0.14754098360655737,0.0
21867,0,True,78.0,0.6446280991735537,0.0
22612,0,True,35.0,0.2845528455284553,0.0
23019,0,True,11.0,0.08943089430894309,0.0
23445,0,True,10.0,0.08196721311475409,0.0
23929,0,True,66.0,0.5546218487394958,0.0
24319,0,True,25.0,0.2032520325203252,0.0
24787,0,True,65.0,0.5508474576271186,0.0
25287,0,True,10.0,0.08064516129032258,0.0
25727,0,True,80.0,0.6504065040650406,0.0
26203,0,True,4.0,0.03361344537815126,0.0
26661,0,True,92.0,0.7479674796747967,0.0
26907,0,True,90.0,0.7563025210084033,0.0
27097,0,True,95.0,0.7723577235772358,0.0
27277,180,False,30.0,0.2564102564102564,0.4205607476635514
27399,126,False,35.0,0.5303030303030303,0.705607476635514
27525,0,True,95.0,0.7786885245901639,0.0
28003,0,True,82.0,0.6612903225806451,0.0
28369,0,True,14.0,0.11382113821138211,0.0
28801,0,True,78.0,0.639344262295082,0.0
29113,0,True,84.0,0.6885245901639344,0.0
29607,0,True,35.0,0.5303030303030303,0.0
30021,0,True,16.0,0.13559322033898305,0.0
30465,0,True,36.0,0.5538461538461539,0.0
30647,0,True,30.0,0.24793388429752067,0.0
30815,0,True,77.0,0.6363636363636364,0.0
31148,0,True,53.0,0.8153846153846154,0.0
31431,0,True,36.0,0.5625,0.0
31903,0,True,87.0,0.7310924369747899,0.0
32093,0,True,38.0,0.31666666666666665,0.0
32265,0,True,90.0,0.75,0.0
32443,0,True,28.0,0.23140495867768596,0.0
32917,0,True,77.0,0.6311475409836066,0.0
33363,0,True,94.0,0.7642276422764228,0.0
33607,0,True,91.0,0.7398373983739838,0.0
33905,0,True,24.0,0.19834710743801653,0.0
34211,0,True,89.0,0.7416666666666667,0.0
34613,0,True,11.0,0.09166666666666666,0.0
34975,0,True,74.0,0.6218487394957983,0.0
35385,0,True,67.0,0.5630252100840336,0.0
35809,0,True,15.0,0.12605042016806722,0.0
36155,0,True,8.0,0.125,0.0
